Date,Close,High,Low,Open,Volume,ticker

2015-01-01,988.8794555664062,997.2121992288357,987.1118808883801,997.2121992288357,366830,TCS.NS
2015-01-02,1002.048828125,1006.5162772872535,990.8414147406944,990.9967663398744,925740,TCS.NS
2015-01-05,986.8211059570312,1009.9935427648605,980.7608734514989,1002.6514218974895,1754242,TCS.NS
2015-01-06,950.4403076171875,982.4894052419007,947.8763418703052,982.4894052419007,2423784,TCS.NS
2015-01-07,939.2131958007812,963.0848946002803,935.2313388907492,959.5303968565164,2636332,TCS.NS
2015-01-08,949.3524780273438,951.3725232159867,940.3204604018755,948.8085576950808,1565408,TCS.NS
2015-01-09,975.9627685546875,978.9151125954319,951.760831304497,953.7032003479754,3197642,TCS.NS
2015-01-12,974.9526977539062,982.0617874144762,963.5121630675453,977.7885755230366,1596006,TCS.NS
2015-01-13,970.3685913085938,982.9939888226969,963.453834082345,978.9538995550754,1468432,TCS.NS
2015-01-14,979.7114868164062,983.5379917062464,971.378742724886,977.4000866609931,1787096,TCS.NS
2015-01-15,986.3741455078125,1002.9425198775903,980.2167960806157,984.0044167134448,5009920,TCS.NS
2015-01-16,983.67431640625,988.666244813042,965.0858940132649,988.1612096881006,5293830,TCS.NS
2015-01-19,975.4579467773438,990.9969025205113,972.3501556287101,985.1697941168234,1135074,TCS.NS
2015-01-20,971.359130859375,982.8385486869892,964.6774015916861,978.9538113404003,2058566,TCS.NS
2015-01-21,976.5457153320312,979.7311823649242,966.6201881520708,979.7311823649242,2310480,TCS.NS
2015-01-22,976.4486694335938,979.4398997375164,969.4366960019721,977.5946485629985,2113214,TCS.NS
2015-01-23,972.5831909179688,983.6352532333943,969.6696369767009,976.6232811129597,3150380,TCS.NS
2015-01-27,973.92578125,978.9665642343871,969.0601422627516,977.9350867818949,2738736,TCS.NS
2015-01-28,988.5426025390625,990.6055583263004,974.257004337443,974.2959674788088,3121980,TCS.NS
2015-01-29,990.5082397460938,999.869752113124,978.1495115049424,987.9197567257283,3734392,TCS.NS
2015-01-30,966.1411743164062,1002.3220623771637,961.450677309357,996.7557499758043,5817402,TCS.NS
2015-02-02,978.6556396484375,981.4777116893442,958.3562215325323,966.1217662800638,3181802,TCS.NS
2015-02-03,995.8021240234375,998.4295702609663,975.8919583252072,977.6629756893054,2345054,TCS.NS
2015-02-04,978.694580078125,1001.0375670843995,973.945733139711,999.5973562550852,2245418,TCS.NS
2015-02-05,993.5245971679688,1008.8221863681526,980.523646771813,980.912897921782,4530168,TCS.NS
2015-02-06,1002.6141967773438,1010.0294542380367,992.9218758656818,993.7587282820765,2136416,TCS.NS
2015-02-09,978.1494750976562,1000.0254724241059,973.1281717442749,997.0671247691841,2076432,TCS.NS
2015-02-10,950.2205810546875,983.3458980067907,947.0482216132693,977.0205656593942,3799054,TCS.NS
2015-02-11,957.5192260742188,968.1652870443888,952.595235187207,955.6314143057683,2937522,TCS.NS
2015-02-12,958.3950805664062,965.2654232477349,952.4979611978861,965.2654232477349,3107980,TCS.NS
2015-02-13,988.2113647460938,991.7146251233326,957.6551492335115,961.4503479755201,4158326,TCS.NS
2015-02-16,1006.13671875,1010.1070627648623,994.5370117010494,996.483268084026,2364392,TCS.NS
2015-02-18,1025.9298095703125,1028.79084368645,998.5265651784584,1006.2337573611749,2660014,TCS.NS
2015-02-19,1043.6019287109375,1046.0347486641847,1025.6768922890064,1026.066143481526,2618002,TCS.NS
2015-02-20,1041.46142578125,1050.511519297542,1028.4993373515028,1050.511519297542,1801588,TCS.NS
2015-02-23,1049.674560546875,1059.5421197706428,1039.6903019498113,1039.6903019498113,1614892,TCS.NS
2015-02-24,1052.827392578125,1062.6559873327594,1042.8041721847849,1048.642941345954,2199922,TCS.NS
2015-02-25,1040.157470703125,1059.5422075403658,1038.4642842973856,1054.8711911955882,1767994,TCS.NS
2015-02-26,1034.0262451171875,1048.1560815068242,1021.9205908245968,1042.8038779525696,1991994,TCS.NS
2015-02-27,1036.3228759765625,1041.5388035688445,1018.3978408422142,1035.1939905801278,2877376,TCS.NS
2015-03-02,1039.0673828125,1054.4622907428795,1032.5085554229124,1043.0766902112468,2176038,TCS.NS
2015-03-03,1080.5616455078125,1086.0111638929384,1041.694863869645,1043.9720220648246,3424308,TCS.NS
2015-03-04,1068.8839111328125,1094.6134562562916,1057.0700979186554,1085.232463306002,3862994,TCS.NS
2015-03-05,1049.5966796875,1078.4985895608606,1043.6022475043671,1070.4411064207595,2173514,TCS.NS
2015-03-09,1030.27001953125,1043.1153081882396,1015.9455574164447,1027.6230925591624,2883174,TCS.NS
2015-03-10,1028.674072265625,1042.5119706925927,1010.2041228189868,1031.08741057026,3037052,TCS.NS
2015-03-11,1014.6024169921875,1035.388386557389,1011.1964700575897,1028.4013487093857,2240200,TCS.NS
2015-03-12,1019.4686889648438,1021.7457521683053,1008.1998822538023,1021.356500848186,1827636,TCS.NS
2015-03-13,1005.182861328125,1027.603673138834,1002.3218270323275,1026.84465231506,1586838,TCS.NS
2015-03-16,997.3787841796875,1015.9460551466431,993.3694761433843,1006.2926023595252,1556296,TCS.NS
2015-03-17,1005.7083129882812,1014.6610906466308,995.607263288854,1005.2412305516433,1267318,TCS.NS
2015-03-18,996.2302856445312,1011.8392047051781,993.252456380637,1008.5305688777728,1255170,TCS.NS
2015-03-19,1010.59375,1014.330600723465,999.6363632415198,1002.711410688493,2448964,TCS.NS
2015-03-20,1016.3153686523438,1019.0596085296945,1003.8204625570445,1010.4960824075962,1963908,TCS.NS
2015-03-23,1018.7293090820312,1024.1204792261008,1014.389193790657,1018.2817079648346,1566608,TCS.NS
2015-03-24,1008.6666259765625,1026.455386323584,1005.0855340409216,1023.7306279981138,2394878,TCS.NS
2015-03-25,1001.8356323242188,1017.5029986966518,990.7224876051854,1008.7058804349565,2224858,TCS.NS
2015-03-26,978.2273559570312,1006.8761909837618,973.5173778116583,993.8752372257239,3091642,TCS.NS
2015-03-27,978.888916015625,1001.1151020452489,974.7239472703216,985.1947663155455,2751776,TCS.NS
2015-03-30,998.0985717773438,1000.3367665031958,980.9131668081851,982.8594230915347,1339006,TCS.NS
2015-03-31,994.1281127929688,1000.1615065723655,981.3023043780129,1000.1615065723655,2427028,TCS.NS
2015-04-01,989.7295532226562,997.8844421153249,981.7888665343888,995.7045973218223,2075758,TCS.NS
2015-04-06,991.5398559570312,997.6121192206188,973.1672135949074,995.704825862555,1568542,TCS.NS
2015-04-07,1006.2147216796875,1011.6642404818211,990.2554166162959,997.4370848884089,1886922,TCS.NS
2015-04-08,1028.1683349609375,1034.046067541755,1008.491757979152,1009.7178615483955,1652134,TCS.NS
2015-04-09,1037.1790771484375,1046.0928896662867,1025.7350373518857,1035.0187144544752,2544450,TCS.NS
2015-04-10,1032.9755859375,1039.612339278431,1022.952365461611,1030.9320167142605,1815544,TCS.NS
2015-04-13,1033.656494140625,1037.3543802992904,1022.9520868392252,1036.965129124694,1308642,TCS.NS
2015-04-15,1022.8554077148438,1056.3893791681444,1015.7126062231529,1033.3457143626617,2913934,TCS.NS
2015-04-16,1005.3583374023438,1022.5632268956605,1000.9014287544145,1022.5437453230721,3217570,TCS.NS
2015-04-17,963.3387451171875,996.483459679238,961.4508380498899,995.3546687728974,9668742,TCS.NS
2015-04-20,945.4135131835938,966.8612013591776,943.875989657889,965.3626409736878,2890722,TCS.NS
2015-04-21,944.7322387695312,954.4440381776963,934.5922249855827,945.4134284378881,2546032,TCS.NS
2015-04-22,951.7584228515625,962.6184964648487,937.1420170508704,946.4645669851515,4186812,TCS.NS
2015-04-23,956.4873657226562,965.2649979540249,946.5419800688976,962.2288200494073,4342990,TCS.NS
2015-04-24,970.4228515625,978.57764627505,952.7119196191768,955.7286168183142,3625158,TCS.NS
2015-04-27,973.2062377929688,980.9134337790757,967.6788874503104,972.9337808455555,2733052,TCS.NS
