Date,Close,High,Low,Open,Volume,ticker

2015-01-01,161.22381591796875,161.99227797685504,160.71882477564938,161.42141388649455,2636761,ITC.NS
2015-01-02,161.7288360595703,162.54121008354963,161.26775665400353,161.26775665400353,6853849,ITC.NS
2015-01-05,162.3655548095703,163.26575244399393,161.39948421852534,161.90447542662156,8556295,ITC.NS
2015-01-06,158.1938934326172,162.21186206149622,157.6449903863157,161.88251814615523,13597291,ITC.NS
2015-01-07,155.2517852783203,159.84061854404925,155.01026499122892,156.76675909003657,12421217,ITC.NS
2015-01-08,159.13795471191406,159.55512215327963,156.08605762147846,156.08605762147846,8774566,ITC.NS
2015-01-09,156.72280883789062,160.65295324361716,155.054138809328,159.44536254201006,11224780,ITC.NS
2015-01-12,157.13998413085938,158.67690833832867,156.37152202712474,156.9643368428971,10249032,ITC.NS
2015-01-13,158.1280059814453,158.83060557392366,156.89846452295774,157.38150500459892,12071158,ITC.NS
2015-01-14,152.726806640625,157.9523659061891,151.9803056296872,157.9523659061891,16849719,ITC.NS
2015-01-15,157.1619415283203,158.04018844340175,154.088092982235,155.0541531072448,16665762,ITC.NS
2015-01-16,158.1280059814453,158.94037991044254,155.6030501123193,157.40345569678294,11230052,ITC.NS
2015-01-19,157.55714416503906,158.8525480710494,156.3276027699824,158.08408600386383,7117173,ITC.NS
2015-01-20,162.9583740234375,163.2877179397463,157.24977397488598,157.68890267589785,12477394,ITC.NS
2015-01-21,154.87850952148438,163.77074278824867,153.34158521162882,163.77074278824867,33697892,ITC.NS
2015-01-22,153.9783172607422,157.99628591294353,153.18789394689588,155.01025040114672,30768622,ITC.NS
2015-01-23,153.45135498046875,156.30565482831076,153.16593334592434,155.2078488003407,17392494,ITC.NS
2015-01-27,158.1499786376953,158.5232343722218,153.4074493089709,153.69288139276176,26228540,ITC.NS
2015-01-28,159.0940704345703,159.59906158912085,157.00824330453065,158.08408812546926,12792194,ITC.NS
2015-01-29,162.5631561279297,163.35357943454727,158.0841081200973,159.40147333925972,21906152,ITC.NS
2015-01-30,161.83860778808594,163.35358146215728,159.6869074095528,162.47533449254774,14453148,ITC.NS
2015-02-02,158.3695068359375,162.1240037039556,157.82060390713715,161.15793329673124,8820985,ITC.NS
2015-02-03,160.7407684326172,161.15793591782608,158.72080395173128,158.72080395173128,6541497,ITC.NS
2015-02-04,161.42144775390625,162.69490122229183,160.43342639058665,161.3775359252654,6030862,ITC.NS
2015-02-05,161.99232482910156,163.39751389500663,159.70888868283015,160.67495942745293,9843219,ITC.NS
2015-02-06,164.01226806640625,164.4074745027507,160.76276160972847,160.76276160972847,7606977,ITC.NS
2015-02-09,161.55316162109375,164.16594117008952,161.0262197479179,162.98031151764434,7464839,ITC.NS
2015-02-10,162.4314422607422,163.35360116818606,161.11407686630884,161.6410292867632,8320305,ITC.NS
2015-02-11,162.9803009033203,163.74876297055434,161.53120040866193,162.9363890834155,4720532,ITC.NS
2015-02-12,162.65097045898438,163.35357007324728,160.12602494937025,163.35357007324728,5498120,ITC.NS
2015-02-13,166.01026916503906,166.53722150954442,162.4972918069373,163.0022830197632,9373648,ITC.NS
2015-02-16,171.08212280273438,171.6968987653534,165.9883095601753,166.16395685298085,12053473,ITC.NS
2015-02-18,172.68492126464844,176.52724235506747,169.06215929183628,169.06215929183628,14195768,ITC.NS
2015-02-19,170.92845153808594,172.88254349756028,168.4474072164676,172.55319957594537,7249013,ITC.NS
2015-02-20,173.9144744873047,174.72685893392503,168.776749037692,170.15997679077978,9275383,ITC.NS
2015-02-23,171.3675537109375,175.12206153930669,170.92843548189995,173.45339139336483,6077614,ITC.NS
2015-02-24,173.7607879638672,174.77077040872462,170.66496767080403,172.1360295116964,8556081,ITC.NS
2015-02-25,175.51724243164062,175.64898832683522,172.77272764139624,174.59509422986943,16358450,ITC.NS
2015-02-26,173.73883056640625,176.26378673282548,172.11408251711077,174.72686233820542,12153247,ITC.NS
2015-02-27,172.8825225830078,174.17793698033947,168.64499525508126,173.3655526218878,35742645,ITC.NS
2015-03-02,150.7288055419922,157.2058571252996,150.17990251161697,157.2058571252996,52676159,ITC.NS
2015-03-03,149.98228454589844,151.7168171765922,148.86252786277433,150.83857029626387,46726874,ITC.NS
2015-03-04,151.1679229736328,154.04417358470766,150.5751081215456,151.4972668776368,33411001,ITC.NS
2015-03-05,152.04620361328125,153.2977065508313,150.04819949066484,152.3755475902999,21288890,ITC.NS
2015-03-09,148.57708740234375,151.45333768355636,148.09404694845531,150.92639584782222,16929751,ITC.NS
